algorithm,dataset,repetition,quality,supp+,time
SMHDD,gordon-pn-width-4_nominal,10,112.7,1.0,0.789
SD,gravier-pn-width-4_nominal,1,44.5,0.5585585585585585,1.947
SD,gravier-pn-width-4_nominal,2,44.5,0.5585585585585585,1.947
SD,gravier-pn-width-4_nominal,3,44.5,0.5585585585585585,1.953
SD,gravier-pn-width-4_nominal,4,44.5,0.5585585585585585,1.954
SD,gravier-pn-width-4_nominal,5,44.5,0.5585585585585585,1.966
SD,gravier-pn-width-4_nominal,6,44.5,0.5585585585585585,1.967
SD,gravier-pn-width-4_nominal,7,44.5,0.5585585585585585,1.963
SD,gravier-pn-width-4_nominal,8,44.5,0.5585585585585585,1.966
SD,gravier-pn-width-4_nominal,9,44.5,0.5585585585585585,1.964
SD,gravier-pn-width-4_nominal,10,44.5,0.5585585585585585,1.97
SSDP+,gravier-pn-width-4_nominal,1,62.3,0.8288288288288288,4.694
SSDP+,gravier-pn-width-4_nominal,2,63.4,0.8288288288288288,4.509
SSDP+,gravier-pn-width-4_nominal,3,63.6,0.8108108108108109,4.778
SSDP+,gravier-pn-width-4_nominal,4,62.1,0.8108108108108109,4.131
SSDP+,gravier-pn-width-4_nominal,5,61.5,0.8198198198198198,3.962
SSDP+,gravier-pn-width-4_nominal,6,57.0,0.7927927927927928,4.149
SSDP+,gravier-pn-width-4_nominal,7,64.5,0.7387387387387387,5.642
SSDP+,gravier-pn-width-4_nominal,8,60.4,0.7567567567567568,4.549
SSDP+,gravier-pn-width-4_nominal,9,62.4,0.8378378378378378,4.942
SSDP+,gravier-pn-width-4_nominal,10,62.6,0.8378378378378378,4.401
SMHDD,gravier-pn-width-4_nominal,1,62.3,0.8288288288288288,1.163
SMHDD,gravier-pn-width-4_nominal,2,63.4,0.8288288288288288,0.88
SMHDD,gravier-pn-width-4_nominal,3,63.6,0.8108108108108109,0.962
SMHDD,gravier-pn-width-4_nominal,4,62.1,0.8108108108108109,0.864
SMHDD,gravier-pn-width-4_nominal,5,61.5,0.8198198198198198,0.858
SMHDD,gravier-pn-width-4_nominal,6,57.0,0.7927927927927928,0.92
SMHDD,gravier-pn-width-4_nominal,7,64.5,0.7387387387387387,1.184
SMHDD,gravier-pn-width-4_nominal,8,60.4,0.7567567567567568,0.894
SMHDD,gravier-pn-width-4_nominal,9,62.4,0.8378378378378378,1.015
SMHDD,gravier-pn-width-4_nominal,10,62.6,0.8378378378378378,0.948
SD,khan-pn-width-4_nominal,1,16.3,0.9565217391304348,0.491
SD,khan-pn-width-4_nominal,2,16.3,0.9565217391304348,0.493
SD,khan-pn-width-4_nominal,3,16.3,0.9565217391304348,0.495
SD,khan-pn-width-4_nominal,4,16.3,0.9565217391304348,0.496
SD,khan-pn-width-4_nominal,5,16.3,0.9565217391304348,0.494
SD,khan-pn-width-4_nominal,6,16.3,0.9565217391304348,0.495
SD,khan-pn-width-4_nominal,7,16.3,0.9565217391304348,0.494
SD,khan-pn-width-4_nominal,8,16.3,0.9565217391304348,0.503
SD,khan-pn-width-4_nominal,9,16.3,0.9565217391304348,0.492
SD,khan-pn-width-4_nominal,10,16.3,0.9565217391304348,0.492
SSDP+,khan-pn-width-4_nominal,1,18.3,0.9130434782608695,0.439
SSDP+,khan-pn-width-4_nominal,2,18.3,0.9130434782608695,0.454
SSDP+,khan-pn-width-4_nominal,3,18.3,0.9130434782608695,0.446
SSDP+,khan-pn-width-4_nominal,4,18.2,0.9565217391304348,0.493
SSDP+,khan-pn-width-4_nominal,5,18.2,0.9130434782608695,0.458
SSDP+,khan-pn-width-4_nominal,6,18.3,0.9130434782608695,0.511
SSDP+,khan-pn-width-4_nominal,7,18.3,0.9130434782608695,0.457
SSDP+,khan-pn-width-4_nominal,8,18.3,0.9130434782608695,0.414
SSDP+,khan-pn-width-4_nominal,9,18.3,0.9130434782608695,0.422
SSDP+,khan-pn-width-4_nominal,10,18.1,0.9130434782608695,0.404
SMHDD,khan-pn-width-4_nominal,1,18.3,0.9130434782608695,0.154
SMHDD,khan-pn-width-4_nominal,2,18.3,0.9130434782608695,0.158
SMHDD,khan-pn-width-4_nominal,3,18.3,0.9130434782608695,0.155
SMHDD,khan-pn-width-4_nominal,4,18.2,0.9565217391304348,0.178
SMHDD,khan-pn-width-4_nominal,5,18.2,0.9130434782608695,0.159
SMHDD,khan-pn-width-4_nominal,6,18.3,0.9130434782608695,0.181
SMHDD,khan-pn-width-4_nominal,7,18.3,0.9130434782608695,0.164
SMHDD,khan-pn-width-4_nominal,8,18.3,0.9130434782608695,0.136
SMHDD,khan-pn-width-4_nominal,9,18.3,0.9130434782608695,0.146
SMHDD,khan-pn-width-4_nominal,10,18.1,0.9130434782608695,0.13
SD,nakayama-pn-width-4_nominal,1,6.7,0.7619047619047619,7.245
SD,nakayama-pn-width-4_nominal,2,6.7,0.7619047619047619,7.197
SD,nakayama-pn-width-4_nominal,3,6.7,0.7619047619047619,7.24
SD,nakayama-pn-width-4_nominal,4,6.7,0.7619047619047619,7.26
SD,nakayama-pn-width-4_nominal,5,6.7,0.7619047619047619,7.274
SD,nakayama-pn-width-4_nominal,6,6.7,0.7619047619047619,7.256
SD,nakayama-pn-width-4_nominal,7,6.7,0.7619047619047619,7.243
SD,nakayama-pn-width-4_nominal,8,6.7,0.7619047619047619,7.256
SD,nakayama-pn-width-4_nominal,9,6.7,0.7619047619047619,7.273
SD,nakayama-pn-width-4_nominal,10,6.7,0.7619047619047619,7.245
SSDP+,nakayama-pn-width-4_nominal,1,18.2,1.0,32.675
SSDP+,nakayama-pn-width-4_nominal,2,18.1,1.0,33.605
SSDP+,nakayama-pn-width-4_nominal,3,16.7,1.0,20.212
SSDP+,nakayama-pn-width-4_nominal,4,17.4,1.0,32.741
SSDP+,nakayama-pn-width-4_nominal,5,17.3,1.0,26.833
SSDP+,nakayama-pn-width-4_nominal,6,18.7,1.0,34.657
SSDP+,nakayama-pn-width-4_nominal,7,18.5,1.0,39.469
SSDP+,nakayama-pn-width-4_nominal,8,18.2,1.0,28.441
SSDP+,nakayama-pn-width-4_nominal,9,16.6,1.0,28.147
SSDP+,nakayama-pn-width-4_nominal,10,17.6,1.0,22.368
SMHDD,nakayama-pn-width-4_nominal,1,18.2,1.0,7.096
SMHDD,nakayama-pn-width-4_nominal,2,18.1,1.0,6.899
SMHDD,nakayama-pn-width-4_nominal,3,16.7,1.0,4.144
